Respondent_ID,City,Age_Bracket,Monthly_Income,Fair_Price_Bundle,Avg_Spend_Order,Orders_Per_Week,Weekly_Workouts,Dietary_Style,Drink_Preference,Favourite_Flavours,Spirits_Enjoyed,Likely_Try_30_Days
989bc4da-9b37-422b-aa8a-616fc3b290d0,Hyderabad,45-54,101916,800,1046,1,4,Low-carb,Cocktails,"Spicy, Smoky, Herbal","Rum, Tequila",Maybe
c693da11-39c6-41ca-9e50-aa42ca6dfda1,Pune,35-44,57539,1000,847,4,5,Low-carb,Both,Herbal,"Rum, Gin",No
e893be3d-7354-4a6f-a160-745985c7504b,Bangalore,25-34,114536,900,1055,2,3,High-protein,Cocktails,Spicy,Gin,No
96a9954f-dc33-41f9-8c1f-55ab715629ee,Bangalore,25-34,38983,800,1271,1,7,Vegan,Mocktails,"Fruity, Herbal, Spicy","Rum, Whiskey, None",Yes
9191b363-4e2d-4645-adc7-cac7fd72b050,Chennai,35-44,77150,900,1184,5,2,Low-carb,Both,"Herbal, Fruity","Rum, Whiskey, Gin",Yes
f5c9b047-9c10-4572-8f6b-40d09efba58b,Mumbai,55+,85302,1000,1152,1,0,High-protein,Cocktails,"Fruity, Citrusy, Spicy","Rum, Gin, None",Yes
c342bd2b-f295-456e-9967-5f06bd767e35,Hyderabad,55+,69970,1000,894,4,6,High-protein,Cocktails,"Citrusy, Smoky, Spicy","Whiskey, Gin",Maybe
43bfd931-3605-4f54-a021-c0ca3531968d,Chennai,25-34,38090,1000,1211,2,6,Keto,Mocktails,Spicy,"Vodka, Gin",Yes
3d67cde9-2834-44c0-94c8-b3b4a911d192,Delhi,55+,94990,1000,1202,4,4,Balanced,Both,"Fruity, Herbal, Smoky","Gin, Vodka, None",No
2812859a-1337-439e-8d4f-5d272c7f0b79,Hyderabad,18-24,83963,1000,933,3,5,Vegan,Both,"Citrusy, Fruity","Vodka, Rum",No
b07aa066-7354-45ea-a894-9b8d00af5b3a,Chennai,25-34,100609,1200,1132,5,2,Balanced,Cocktails,"Smoky, Herbal","Whiskey, Vodka, None",Maybe
085b15fb-4a8f-4810-b84c-2f29980402a2,Hyderabad,25-34,46964,1000,1015,5,6,Low-carb,Mocktails,Citrusy,Rum,Yes
48603b32-b4fb-4eb9-89c1-3de73b4206c5,Bangalore,35-44,104349,1100,938,4,5,Vegan,Both,"Herbal, Spicy",Vodka,Yes
1238d630-743b-45a2-9c0f-2fcfb3f6fe0d,Delhi,35-44,116841,800,907,2,6,Low-carb,Mocktails,Herbal,"Vodka, None, Whiskey",Maybe
43b9da13-ec85-4f37-bbc1-a987aff8754d,Mumbai,18-24,59400,1200,879,1,6,Balanced,Mocktails,Citrusy,"None, Gin",Yes
96fc734d-a003-4d28-8a8f-3653c9af18f8,Delhi,18-24,29607,1000,1240,3,7,Keto,Both,"Smoky, Herbal",None,Maybe
32a447b2-ef04-457d-8dcc-c33aa9434aa0,Chennai,55+,84840,1200,1022,5,4,Balanced,Cocktails,"Spicy, Fruity, Smoky","Rum, Whiskey",Yes
398d1ca6-8b68-40b5-9d61-fac36cd5e859,Bangalore,18-24,25012,1200,1217,2,5,Balanced,Cocktails,"Fruity, Herbal, Spicy","Vodka, Whiskey",Maybe
44007d5a-e88d-4719-a624-2b40a5cb63a2,Chennai,25-34,25946,1200,991,2,6,Vegan,Cocktails,"Spicy, Smoky","None, Whiskey, Tequila",Yes
0f44704f-1247-4a4e-a469-98e8d39e198b,Mumbai,45-54,106962,900,1064,5,4,Balanced,Both,"Smoky, Citrusy, Spicy",Vodka,Yes
9854ce4e-4ebf-45c3-8ae9-b4a72a79ea68,Bangalore,18-24,108478,1100,1116,4,4,Vegan,Cocktails,Citrusy,Gin,Yes
ebd34616-91b7-4d8e-9301-6989bfbbb17f,Chennai,18-24,49371,800,944,3,2,Keto,Both,Spicy,Gin,Yes
77fc9703-1fd5-4423-b06c-5c5649e2623d,Delhi,35-44,80082,1000,1202,4,5,Keto,Both,Citrusy,Gin,Yes
670acc5c-b321-4f21-8dd8-eb85b04d3376,Hyderabad,18-24,96197,1100,892,2,4,Keto,Mocktails,Spicy,"Whiskey, Gin",Maybe
8a3c3b5e-801e-41da-85b1-ed25f1533ae8,Mumbai,25-34,85402,800,1066,2,7,Keto,Both,"Citrusy, Spicy","None, Vodka, Tequila",Yes
9918ee46-1497-4658-b010-f7197e695d0d,Pune,35-44,51047,1000,1254,1,3,Low-carb,Mocktails,"Herbal, Citrusy, Fruity",Rum,Maybe
bc0a6a5d-6e99-4e3e-a3b1-37fc0a3450fc,Hyderabad,25-34,26170,800,1097,4,2,Balanced,Mocktails,Spicy,"Vodka, Tequila",Yes
069f14f1-4018-4c6e-9a8c-fa3c5283aac7,Pune,18-24,32834,1000,1130,2,1,High-protein,Cocktails,Citrusy,"None, Rum, Whiskey",Maybe
ac9ed156-f63f-4e41-ba9a-ca5e176132ed,Mumbai,45-54,71945,900,928,1,7,Keto,Both,"Smoky, Herbal",Tequila,Yes
964db03f-9340-4fad-9c4a-d56bd6016237,Bangalore,35-44,86393,1000,1244,5,2,Low-carb,Both,Herbal,"Rum, Tequila",Yes
c3c75611-ffe3-4a49-854f-92fff366bad4,Mumbai,55+,74681,900,1252,1,5,Vegan,Mocktails,"Fruity, Herbal",Tequila,Maybe
9384ec2b-44fe-4cae-9248-a9a7ac1aa554,Chennai,25-34,105352,1000,965,4,5,Low-carb,Mocktails,"Fruity, Smoky, Herbal",Vodka,Yes
2cd94cbb-c19a-458c-835b-1c8c0a4c9f7f,Hyderabad,25-34,37943,800,1092,4,7,Vegan,Both,"Smoky, Citrusy, Fruity","Gin, Tequila",Maybe
7135f221-a6c9-437f-84da-d06a7872bdeb,Mumbai,25-34,110950,1100,1275,1,7,Low-carb,Cocktails,"Herbal, Citrusy, Smoky",Tequila,Yes
ff37d19c-2e76-428b-8735-44f9ea83bf00,Mumbai,18-24,64833,800,1283,2,1,Low-carb,Both,Smoky,"Gin, None",Maybe
d0725b5c-a281-4044-af96-288295d82980,Delhi,55+,106962,900,1085,5,6,Low-carb,Both,"Citrusy, Herbal, Smoky","Whiskey, Vodka, Gin",Maybe
785299f4-175b-498d-b814-01027de1bdfe,Chennai,45-54,91151,1000,1136,2,7,Balanced,Cocktails,"Citrusy, Smoky, Spicy","Whiskey, Rum, Gin",Maybe
5230dfbd-5553-42fe-a889-803e5913f9d3,Delhi,45-54,97120,1000,984,4,7,Keto,Mocktails,"Fruity, Citrusy, Herbal",Tequila,Yes
292bd156-db94-4570-9ac7-0ec0ab8ddeb4,Bangalore,18-24,64365,900,909,3,0,Balanced,Both,"Smoky, Spicy, Fruity",Whiskey,Yes
7ed70ed7-b194-490b-a961-929e546e035a,Delhi,35-44,73114,1200,927,2,4,Balanced,Mocktails,"Herbal, Spicy, Citrusy",None,Yes
668409e3-f1f8-443e-a99f-131849c8a43f,Hyderabad,25-34,88999,1200,1219,1,4,Low-carb,Both,"Herbal, Fruity, Smoky","Rum, Whiskey",Yes
0964fbbf-8cd3-41b0-82b0-1cfdd045dd1c,Mumbai,25-34,110561,1200,1275,1,6,Low-carb,Cocktails,"Fruity, Citrusy, Herbal","Gin, Rum, None",Yes
409d3602-5084-4242-968b-1625746f7891,Pune,45-54,83407,1200,1094,5,1,High-protein,Cocktails,"Herbal, Spicy",Rum,Yes
c5c5b37a-f85e-46a1-9dad-09b252c21221,Chennai,18-24,96847,1100,934,1,6,Vegan,Cocktails,"Spicy, Smoky, Herbal","Gin, Whiskey, Tequila",Maybe
d32e6dcd-83bc-4478-9d6a-c7b86778043b,Delhi,55+,105739,1200,926,2,1,Balanced,Cocktails,"Smoky, Fruity",None,Yes
de8ede0b-a85c-4e4a-804b-6fabfcf56188,Bangalore,35-44,49967,1000,976,5,0,Balanced,Mocktails,"Smoky, Herbal","Gin, Whiskey, Vodka",No
0de051a6-69ca-47d2-b644-14fd8ae769ed,Delhi,25-34,114831,1000,879,1,1,Low-carb,Mocktails,"Spicy, Citrusy, Fruity","None, Vodka",Yes
9f64eeed-5c9d-427d-84b8-71bb300568d2,Hyderabad,18-24,68499,900,1178,5,3,High-protein,Both,"Citrusy, Herbal, Smoky","Gin, Vodka, Whiskey",Maybe
71299889-a01a-4992-bf9d-3e64c1a6423b,Pune,55+,30699,1000,887,1,4,High-protein,Both,"Citrusy, Fruity, Spicy","Vodka, None, Whiskey",Maybe
445dcc38-341c-4494-8d36-6dfcc28ebd70,Pune,35-44,39141,800,949,4,3,Keto,Both,"Fruity, Citrusy, Spicy","Tequila, Vodka, Gin",Yes
49bc473f-ed7b-4656-a18a-15368c99a894,Hyderabad,55+,118384,800,820,2,4,Balanced,Cocktails,"Spicy, Fruity","None, Rum",Yes
7c16128d-b2c0-4394-a17f-29e170286046,Bangalore,25-34,90700,1000,1215,1,4,Keto,Mocktails,"Citrusy, Spicy, Fruity","Whiskey, Gin",Yes
a14923c2-f920-464c-8763-fcd01f15c7b6,Hyderabad,55+,113866,1200,1246,2,6,High-protein,Both,Herbal,"Tequila, Rum",Yes
b5b453ca-3d42-493c-8c9f-d3349bdf0377,Delhi,25-34,110520,900,1097,5,3,High-protein,Cocktails,"Smoky, Spicy, Herbal",None,No
03802b70-8d03-491e-8f8d-5238288b78b5,Delhi,35-44,33888,1200,1072,1,2,Balanced,Mocktails,"Fruity, Citrusy, Spicy","Rum, Whiskey",Maybe
3985fb62-17dc-4eff-a872-13f98d605936,Pune,35-44,44917,900,854,2,2,Low-carb,Both,"Citrusy, Spicy, Smoky",Gin,Maybe
1d0bc9bd-e9b5-45cf-9766-5cdafe049059,Bangalore,18-24,115196,1100,868,5,7,Balanced,Mocktails,"Herbal, Smoky",Gin,Yes
a5d04d53-1e12-42e3-b272-92b6762172ed,Mumbai,45-54,26967,1000,1286,4,3,High-protein,Mocktails,Spicy,"Tequila, Whiskey",Maybe
eec259dc-7f95-497c-a76a-a6ced50755d9,Hyderabad,25-34,81040,1100,1197,1,6,Balanced,Cocktails,"Smoky, Fruity, Citrusy",Whiskey,Yes
b495db4e-8245-4fb4-8ab7-706eb77350ca,Mumbai,25-34,92987,1200,1002,1,6,Vegan,Both,Spicy,"Whiskey, None",No
7b85179a-d5b0-47e0-aa5d-932b45ff2c83,Bangalore,45-54,46821,1100,950,5,0,Vegan,Mocktails,"Herbal, Fruity","Tequila, Vodka, Gin",Maybe
74eff545-3e65-4603-b8e3-654bfaf14ff0,Pune,55+,42734,1100,1011,3,7,Low-carb,Mocktails,"Smoky, Spicy","Vodka, Rum",Yes
30cbd755-6232-417a-a507-41818d1fb540,Pune,25-34,119158,800,846,1,7,Balanced,Mocktails,"Herbal, Spicy, Smoky","Whiskey, Vodka, Gin",No
bf0d073d-821c-4336-9970-cf60ebff8d15,Chennai,25-34,46249,900,891,1,6,Balanced,Cocktails,"Herbal, Citrusy, Smoky",Vodka,No
11df12d7-dd30-4e89-a2f2-35f2e11b868d,Delhi,18-24,106600,1000,806,4,7,Keto,Both,Smoky,"Gin, None",Maybe
dabac50d-ca3d-4859-85ce-099c46b82659,Hyderabad,45-54,78759,1100,840,5,0,High-protein,Both,"Smoky, Spicy",Gin,Yes
c9a7d91f-ef2a-4713-9702-10496a39aaa6,Pune,35-44,29813,900,1237,1,4,Balanced,Mocktails,Fruity,"Gin, None",Maybe
00a81de9-d20f-47d0-8465-6d6b81fb18b3,Chennai,55+,100010,1200,890,4,5,Low-carb,Mocktails,"Citrusy, Smoky","Vodka, Whiskey",No
d664d264-4c6e-47ff-b9de-7a3a486822b9,Mumbai,35-44,86710,900,862,3,5,Vegan,Cocktails,"Spicy, Smoky, Citrusy",Vodka,Maybe
a8f1e091-ffb8-402d-9475-dbc996418ced,Pune,55+,36491,1100,1170,5,4,Keto,Both,"Citrusy, Smoky",Tequila,Maybe
7250ee18-260a-4962-9d81-b7f57d5911c6,Chennai,45-54,89553,900,1252,5,3,Balanced,Mocktails,Fruity,Whiskey,Maybe
551ac8ea-585a-4afa-bbfd-cc1289e06ab3,Mumbai,25-34,105649,1100,1011,1,5,Balanced,Both,"Spicy, Fruity, Citrusy",None,Yes
6090d697-8b1e-4b9d-834b-9fbb8d4a75b8,Mumbai,35-44,64358,1200,1081,3,0,Low-carb,Both,"Citrusy, Herbal","Tequila, None, Vodka",No
de9e3757-5260-401e-aecf-67d2749176f4,Delhi,35-44,69294,1100,1269,4,0,High-protein,Cocktails,Herbal,"Rum, Whiskey, Tequila",No
3d225c30-b28f-41de-bb14-0bc3304b8590,Mumbai,55+,64235,1200,1171,3,0,High-protein,Both,"Citrusy, Smoky, Fruity",Rum,No
db23aa8c-3bca-4f85-a20a-60ac9261549d,Bangalore,45-54,107118,1200,1231,2,6,High-protein,Both,Citrusy,"Rum, Vodka, None",Yes
517400f8-0b2c-482a-a928-8e92c68a152f,Hyderabad,25-34,73704,1100,1224,3,3,Vegan,Cocktails,Fruity,"Vodka, Gin",No
e9d68f23-b489-4070-b914-f8a8bea4ff31,Hyderabad,55+,28268,1100,1263,5,2,High-protein,Cocktails,"Smoky, Citrusy","Gin, Vodka",No
fd08b32c-62d6-4e93-a198-5d54cfb87e6f,Chennai,25-34,51894,800,1035,4,1,Low-carb,Cocktails,Smoky,Rum,Yes
a6eab79e-d21c-42f8-8ada-4f80a9e782d4,Mumbai,18-24,93233,1000,811,5,4,High-protein,Cocktails,Spicy,"Rum, Tequila",Yes
f6febc0e-7ecd-4baf-a6f0-5fcffb16e5db,Hyderabad,18-24,60737,900,880,3,1,Low-carb,Both,"Smoky, Fruity, Herbal","Rum, Tequila, None",Yes
f72169bb-8096-4718-a051-acef097a1e10,Pune,35-44,100246,900,887,1,4,Vegan,Cocktails,"Herbal, Fruity, Smoky",Whiskey,No
19b17e80-dea4-4e17-94fd-9ad39716108e,Mumbai,18-24,75279,800,844,4,6,High-protein,Both,"Smoky, Herbal, Citrusy","Rum, None",No
1986b4b2-70b7-4868-9854-80f0dfcaf0b7,Pune,55+,35295,1100,1090,2,1,Keto,Mocktails,"Citrusy, Herbal","Gin, None",Yes
03edd1f8-74f9-4d17-a912-b4bf86a4bae4,Chennai,35-44,72638,1100,893,3,5,Keto,Cocktails,Fruity,"Vodka, Rum",Yes
def57689-68f4-4bce-a4e7-5e8eb8f21423,Delhi,35-44,70693,1200,1094,2,1,Keto,Both,Citrusy,"None, Vodka, Rum",Maybe
1327f1bc-2784-478f-b84f-16b3a79fbfaf,Hyderabad,55+,79190,900,1117,2,2,Keto,Cocktails,Citrusy,None,Maybe
43d88870-f81d-4aa1-8812-0a8e78308930,Hyderabad,55+,69852,1200,1155,2,2,Low-carb,Both,"Smoky, Herbal, Fruity","Tequila, Whiskey, Rum",Maybe
65c17795-b155-46bc-9f8d-ed9756abf2f1,Hyderabad,25-34,65374,1100,835,5,1,Vegan,Cocktails,"Herbal, Fruity",Gin,No
541cdfcd-da0d-4a5f-948f-8b74a65bb1f2,Chennai,18-24,44231,900,1031,5,4,Keto,Both,"Herbal, Spicy, Fruity","Rum, None, Tequila",No
889b78d5-dbfd-497e-aca2-b148da330aa1,Hyderabad,35-44,36703,1200,804,5,6,High-protein,Cocktails,Citrusy,"Vodka, None, Rum",Yes
a075e927-5110-4492-b442-7e0b61484bb3,Bangalore,18-24,55833,1100,1159,5,6,Balanced,Both,"Herbal, Smoky","Tequila, Gin",Maybe
7cea2045-c268-483e-a32f-2e63b7fddd71,Hyderabad,25-34,49671,1200,996,3,6,High-protein,Cocktails,"Spicy, Smoky, Fruity",None,Yes
9e11d2cd-0930-4ef6-8a80-068ddf547e50,Pune,45-54,111235,1100,1299,2,1,High-protein,Both,"Herbal, Smoky","Gin, Whiskey, Tequila",Maybe
af34cf65-a193-44b2-bc19-e71d118405ad,Hyderabad,45-54,71570,900,895,4,0,Vegan,Cocktails,"Spicy, Citrusy, Smoky","Tequila, Rum, Vodka",No
3a3c8a71-ff57-4e2b-8991-ab9bebc2026f,Chennai,45-54,117390,1000,857,5,7,Low-carb,Mocktails,"Smoky, Citrusy, Spicy","Vodka, Tequila, None",Yes
fa745761-6f18-4108-9723-199dbf2c14a0,Pune,18-24,114662,1200,1208,5,4,Vegan,Mocktails,"Smoky, Fruity","Whiskey, Tequila",No
b4323070-a23d-4c2f-82a7-96891933918c,Chennai,35-44,80183,1000,1291,3,4,High-protein,Mocktails,"Smoky, Citrusy, Herbal","Rum, Vodka, Whiskey",Maybe
2a96e1e2-7194-4ae2-99ba-d7aedf615a5c,Chennai,18-24,111025,1000,1214,5,0,Balanced,Cocktails,Spicy,"Vodka, Rum, Tequila",Yes
0769165f-e746-4cb9-8ca9-cf07b1aa0f6a,Bangalore,35-44,58679,800,1179,1,2,Vegan,Both,Herbal,"Gin, Rum",Maybe
0e5dd462-cbd0-4ef2-930a-37df0bc61066,Delhi,45-54,48699,1200,1241,1,5,Low-carb,Mocktails,"Spicy, Herbal, Smoky","Gin, Whiskey",Maybe
6e417d47-5ff5-45ea-9bc4-40f14b1a269b,Delhi,25-34,100727,1000,827,3,1,Low-carb,Mocktails,"Herbal, Smoky","Whiskey, Tequila",Yes
697c3923-87fa-441a-be83-b91f25440fe0,Pune,45-54,87205,1000,874,5,6,Low-carb,Cocktails,"Herbal, Citrusy","None, Vodka, Tequila",No
2e183554-cae2-4e66-ae8a-781390e0a95b,Pune,35-44,81595,1200,1270,3,5,Balanced,Cocktails,Citrusy,"Tequila, Whiskey, None",Maybe
9c07a751-1437-4509-acd1-586a2b840c67,Pune,25-34,113065,1200,1194,2,5,High-protein,Cocktails,"Fruity, Smoky, Herbal",Whiskey,Yes
aee1e86b-9ea5-46aa-a1ee-6c5bdeef580f,Mumbai,45-54,71073,900,1171,3,4,High-protein,Mocktails,Smoky,Vodka,No
9549c931-e9af-499d-bf67-1eec3da70577,Pune,25-34,103562,800,1162,1,1,Vegan,Mocktails,"Smoky, Spicy",None,Yes
a34db7c5-760d-4bbb-bb70-b3a124a35cf2,Bangalore,45-54,111570,800,1127,4,4,Keto,Both,"Citrusy, Smoky, Fruity",Rum,Maybe
aab612c9-415d-474a-b5a6-69814104a8b5,Hyderabad,45-54,68601,800,932,3,2,Keto,Mocktails,"Spicy, Herbal",None,Yes
771ad655-cdfc-4ee0-a61e-de900267deb3,Delhi,55+,81525,900,1114,1,7,Balanced,Mocktails,Fruity,Tequila,Maybe
8beddb12-ad77-482f-89a2-3a89e6b5a92c,Hyderabad,18-24,90234,900,1134,1,0,Keto,Cocktails,Citrusy,"Tequila, Vodka",Maybe
f1faf665-7115-43f3-92e8-9d1028711733,Hyderabad,45-54,82154,1100,1232,1,3,Low-carb,Cocktails,"Herbal, Fruity, Citrusy","Rum, None, Tequila",Yes
4c955f6a-966b-4964-bcd6-bdca5876fd09,Pune,18-24,72887,1200,1236,3,1,Keto,Cocktails,"Spicy, Smoky, Citrusy",Whiskey,Maybe
b0b862ef-6c9f-42b9-b647-8986a3917c99,Bangalore,45-54,38994,1000,1049,1,7,High-protein,Mocktails,Spicy,None,No
4d57d880-d865-469a-b4f3-310340066ff2,Delhi,45-54,75956,800,1205,5,4,Keto,Both,"Fruity, Smoky","Vodka, Rum",Maybe
da743152-627b-41a1-bfd6-f23232ffe294,Mumbai,45-54,40491,900,1213,5,7,Vegan,Mocktails,"Smoky, Spicy, Fruity",None,Yes
61a11729-3cb9-4350-9b4d-a0fe7bb38605,Pune,18-24,86763,1200,823,2,2,Low-carb,Mocktails,"Fruity, Citrusy, Smoky","Tequila, Gin",No
4bbe4aff-9326-4ffd-9be4-bf5192698698,Mumbai,18-24,39965,1100,1104,5,3,Low-carb,Mocktails,"Citrusy, Herbal","Vodka, Tequila",Maybe
059dd55d-4b94-4e30-b303-f438fe2110d0,Bangalore,25-34,30975,1200,888,3,1,Low-carb,Cocktails,Herbal,None,Yes
6553867d-a881-4fd3-947d-577bfa5a91ca,Delhi,45-54,56934,1200,820,2,1,Vegan,Cocktails,Fruity,"Vodka, None",Yes
dd750e98-90e0-495f-8212-b554464458b4,Mumbai,55+,62189,1100,1155,4,2,High-protein,Mocktails,"Citrusy, Herbal, Spicy",Gin,Maybe
f93e08d5-bea2-4dfe-873f-6e1baf908e3c,Mumbai,55+,48593,1100,1113,1,4,Balanced,Cocktails,Smoky,Gin,Yes
bec39a37-9b3d-44bd-a91e-314e0c8e29e3,Chennai,18-24,106123,1000,1241,5,3,Keto,Both,"Spicy, Citrusy, Fruity",Vodka,Maybe
e726be23-e776-4886-9534-ee1d7f2984f5,Pune,45-54,90210,900,881,1,0,Balanced,Cocktails,Herbal,"Rum, Tequila",No
3ae909fe-cc82-48da-8696-f5e64944051b,Hyderabad,18-24,38686,800,1273,5,2,High-protein,Mocktails,"Smoky, Fruity",Gin,Maybe
3810ae66-5a31-44cc-8d4b-69a99b689c88,Chennai,55+,67725,1100,901,3,3,Low-carb,Cocktails,Fruity,None,Yes
402913ec-9ef2-493e-b0ac-7d7ba2f963a3,Delhi,45-54,53922,800,1041,5,7,Low-carb,Cocktails,Spicy,"Whiskey, Gin, None",Yes
c478f6f1-b88e-4318-816d-83edad81f8bd,Hyderabad,25-34,107840,1000,1299,3,3,Balanced,Mocktails,Smoky,Rum,Yes
2303f6c6-d69d-42f1-ae4c-84ffa8c01f05,Hyderabad,45-54,79817,900,1189,3,3,Balanced,Both,Smoky,Tequila,No
a0a11839-e745-4704-98df-bc3ca0d4de3d,Delhi,18-24,78961,1200,1050,2,7,Keto,Cocktails,Herbal,"Gin, None, Rum",Yes
c9e26074-4f16-49a0-8a17-991ea5769411,Delhi,55+,44525,1200,1259,1,6,Low-carb,Mocktails,"Smoky, Fruity","Tequila, Whiskey",Yes
5d678bb1-945e-42e4-888a-93ec70d9c9f8,Pune,18-24,84302,1100,923,1,0,Keto,Mocktails,Citrusy,"Gin, Vodka",Yes
e8dd5e5a-1712-4b16-a1a4-344fbb7bee03,Pune,35-44,46207,1100,1239,5,0,Keto,Cocktails,Herbal,Rum,Maybe
6a5e6920-bf5a-47e6-93a3-dd5a4b8c5bdc,Pune,18-24,107222,800,997,3,0,Balanced,Cocktails,"Smoky, Spicy","Vodka, Tequila, Rum",Maybe
c958e75e-21d5-4971-b367-49b52cf6bf75,Mumbai,55+,113428,1000,1254,1,1,Keto,Cocktails,"Smoky, Fruity","Rum, Gin",Maybe
5da8d6d2-f8b3-4a8b-a05f-b8bc8a16a06c,Pune,18-24,98499,900,870,3,3,Vegan,Mocktails,"Herbal, Spicy, Citrusy",Rum,Yes
45c45a3e-e9da-484a-8075-9f1f87e5f0fe,Bangalore,55+,114158,1100,941,1,1,Balanced,Cocktails,"Herbal, Fruity","None, Tequila",Maybe
e9ff1cae-41c8-4a8c-aa1f-955ad499da99,Chennai,35-44,84241,1200,988,1,3,Keto,Mocktails,Herbal,Rum,No
f7a67b94-7b5a-411a-b1b6-4afed31edf1a,Mumbai,18-24,46596,1000,857,2,7,High-protein,Mocktails,"Fruity, Citrusy, Spicy","Tequila, Gin, Whiskey",Yes
ded255d0-bf1e-4366-8b8e-63d4ce7607ad,Hyderabad,18-24,63209,900,832,1,3,Vegan,Both,"Herbal, Citrusy","None, Rum, Whiskey",Maybe
77e490c7-1d7b-4313-8de2-2f1c56b60afc,Pune,55+,96888,1100,1034,3,2,Balanced,Mocktails,"Spicy, Herbal","Rum, Vodka",Yes
c1101266-2408-46dc-9346-d1a9f6802cdb,Bangalore,45-54,46805,1200,1273,2,4,High-protein,Mocktails,"Spicy, Smoky, Fruity",Vodka,No
ad238d36-dc32-4c97-b9c1-e262f76c8ede,Chennai,25-34,82788,1000,989,2,3,Vegan,Both,Citrusy,"Gin, Rum",Yes
65bcc272-fadd-4ea3-aca5-e2fdb966442a,Delhi,55+,64526,800,1271,1,6,Keto,Mocktails,"Citrusy, Spicy",None,Maybe
8eac0a33-cdf9-44a7-9882-b5c1f79efd70,Chennai,35-44,109835,1000,1042,3,2,Vegan,Both,"Citrusy, Fruity","Whiskey, Vodka, Gin",Maybe
6502d6a2-ca6a-4224-971e-16cc5da36f1b,Mumbai,35-44,28250,1100,1116,2,7,Balanced,Mocktails,"Fruity, Spicy","Tequila, Gin, Rum",Yes
1fa382e8-895c-4d99-83b3-8eb403902c5d,Mumbai,55+,83387,800,1299,5,6,High-protein,Cocktails,"Smoky, Fruity","Rum, Whiskey, Gin",Maybe
bfbf397b-ac3e-4b0d-9e5b-a13d746cdb77,Hyderabad,35-44,75608,1000,806,3,5,Balanced,Cocktails,"Smoky, Fruity",None,No
618ae305-95a5-4afa-831d-029fac1e86d8,Pune,45-54,82999,1000,883,4,6,High-protein,Both,"Fruity, Spicy, Smoky","Whiskey, Tequila",No
5f18e583-f0b6-483f-a377-f6f1d289f0ab,Mumbai,55+,74253,800,803,4,4,Keto,Mocktails,"Herbal, Spicy, Fruity",Whiskey,Yes
78b2b549-3bdb-409e-acc2-16a01bbc91f7,Hyderabad,18-24,64582,1200,955,4,7,High-protein,Mocktails,Spicy,"Rum, Whiskey",Yes
f1738856-e25d-46eb-9e9a-9f83066803ee,Pune,35-44,79677,900,1051,2,0,Low-carb,Cocktails,"Fruity, Citrusy","Whiskey, Tequila, None",No
9c2e58de-ea4e-4617-93f8-382b8fb864e4,Pune,45-54,115996,800,991,5,0,Balanced,Mocktails,"Fruity, Spicy, Herbal","None, Gin",Yes
a2a9d4d8-102e-4de5-a5cc-8bf738ab854c,Mumbai,35-44,72338,1100,1125,3,0,Balanced,Cocktails,"Fruity, Spicy, Citrusy",Vodka,Maybe
b379cb1e-e8cd-40cc-b6da-3ca0d2e82f38,Delhi,55+,67284,1000,1223,3,4,Balanced,Mocktails,"Smoky, Citrusy, Fruity",Gin,Maybe
1dde7969-6886-43db-a634-8e784d5c55c7,Bangalore,45-54,79000,1000,1271,2,1,High-protein,Mocktails,"Spicy, Smoky, Citrusy","None, Tequila, Vodka",Yes
0986bbeb-f23e-423d-8b9b-d93423c86d30,Mumbai,18-24,42200,800,1045,3,4,Balanced,Mocktails,"Smoky, Citrusy",None,Yes
1dba1267-7e1c-45a1-bef5-18a64dead645,Pune,18-24,54144,900,1238,2,3,Balanced,Mocktails,Spicy,Whiskey,Maybe
899ca782-e323-4d1a-bc1b-dacc18e19331,Mumbai,18-24,27464,1100,1187,4,0,High-protein,Mocktails,Smoky,"Vodka, Whiskey, None",No
5efa9c5b-7421-4f46-a37e-4b0122bae10e,Mumbai,18-24,64537,800,1186,1,1,Vegan,Mocktails,"Spicy, Smoky, Citrusy","Vodka, None",Yes
b24cc64f-be3e-4e57-b30a-9e32aba4fc03,Pune,35-44,100989,1000,980,2,3,Vegan,Both,Fruity,"Vodka, Tequila, Gin",Maybe
965befdf-6b4b-4411-8a4a-0e2df22b5b98,Bangalore,25-34,95402,800,1298,1,3,Vegan,Both,"Citrusy, Spicy","None, Vodka",Yes
e2aa7a5d-278e-400d-ba02-66efbe055787,Bangalore,45-54,80586,900,1063,2,6,Low-carb,Cocktails,Herbal,Tequila,Yes
d56ce8ea-1959-4b5a-a7a8-f6366a35df59,Bangalore,35-44,98024,800,842,3,7,Low-carb,Cocktails,"Herbal, Citrusy","Whiskey, Gin, None",Yes
f065c817-687a-4850-9d9b-62317d45d8ef,Hyderabad,25-34,34123,1100,1280,3,2,Low-carb,Both,"Fruity, Herbal","Tequila, Vodka",Yes
b0b63bcf-0860-4833-879d-0cdaf396ea37,Hyderabad,45-54,116099,1200,1300,1,2,Low-carb,Cocktails,Citrusy,Tequila,No
71d79665-7181-4dcf-b79e-fc6e5edb0d3c,Hyderabad,18-24,55522,1100,1171,4,4,Vegan,Both,"Herbal, Citrusy","None, Tequila",No
5cd8fe1a-dafe-48a9-bc71-e0bef3579560,Hyderabad,55+,61554,900,1193,4,1,Low-carb,Cocktails,"Herbal, Spicy","Gin, Vodka, Tequila",Maybe
