Customer ID,Age,Gender,City,Income Bracket,Preferred Cuisines,Mocktail Preference,Cocktail Preference,Order Frequency,Satisfaction (1-5),Spend per Order,Repeat Order,Order Influence,Delivery Issues
341,50,Male,Hyderabad,₹20k–40k,Italian,Spicy Guava,Margarita,Occasionally,1,985.0,No,Friend Referral,High Price
342,26,Other,Hyderabad,₹60k–80k,Mexican,Virgin Mojito,Rum Punch,Frequently,1,1152.0,Yes,"Zomato, Swiggy Ads, Friend Referral",Small Portion
343,56,Other,Hyderabad,₹60k–80k,"Mexican, Italian, Continental",Spicy Guava,Gin & Tonic,Occasionally,2,887.0,Yes,"Friend Referral, Swiggy Ads",Small Portion
344,46,Male,Chennai,₹60k–80k,"Thai, Chinese",Minty Lime,Gin & Tonic,Rarely,2,817.0,Yes,Swiggy Ads,Late Delivery
345,59,Male,Hyderabad,₹20k–40k,"Mexican, Thai",Spicy Guava,Margarita,Frequently,5,991.0,Yes,"Google Search, Zomato",None
346,43,Male,Delhi,₹60k–80k,"Italian, Chinese, Indian",Spicy Guava,Margarita,Rarely,4,871.0,No,Swiggy Ads,High Price
347,52,Female,Chennai,₹40k–60k,"Indian, Continental, Thai",Minty Lime,Margarita,Frequently,4,935.0,Yes,Zomato,"Small Portion, High Price"
348,42,Male,Hyderabad,<₹20k,"Indian, Continental, Italian",Virgin Mojito,Margarita,Occasionally,1,984.0,Yes,"Swiggy Ads, Zomato",Wrong Order
349,41,Other,Chennai,₹40k–60k,Italian,Virgin Mojito,Margarita,Frequently,3,923.0,Yes,"Swiggy Ads, Friend Referral",Small Portion
350,30,Male,Bangalore,₹40k–60k,"Mexican, Thai",Minty Lime,Whiskey Sour,Frequently,2,1193.0,Yes,"Swiggy Ads, Zomato, Google Search","Wrong Order, High Price"
351,24,Other,Delhi,<₹20k,Indian,Minty Lime,Whiskey Sour,Rarely,2,1283.0,Yes,"Friend Referral, Swiggy Ads",None
352,53,Female,Hyderabad,₹40k–60k,Italian,Minty Lime,Rum Punch,Occasionally,1,1173.0,Yes,"Swiggy Ads, Friend Referral","Wrong Order, Late Delivery"
353,37,Other,Bangalore,₹20k–40k,Continental,Spicy Guava,Gin & Tonic,Rarely,2,646.0,Yes,"Instagram, Google Search",Wrong Order
354,18,Other,Bangalore,<₹20k,Mexican,Minty Lime,Whiskey Sour,Occasionally,1,872.0,Yes,"Swiggy Ads, Instagram, Friend Referral","Wrong Order, Small Portion"
355,25,Male,Chennai,₹40k–60k,"Italian, Indian, Continental",Fruit Fizz,Whiskey Sour,Rarely,5,964.0,Yes,"Friend Referral, Swiggy Ads, Zomato",None
356,33,Male,Bangalore,₹80k+,"Continental, Indian",Spicy Guava,Whiskey Sour,Frequently,4,631.0,Yes,Google Search,"Small Portion, Wrong Order"
357,31,Other,Delhi,₹40k–60k,"Indian, Continental",Virgin Mojito,Rum Punch,Rarely,3,825.0,Yes,Google Search,"High Price, Small Portion"
358,29,Male,Delhi,₹20k–40k,"Chinese, Italian",Virgin Mojito,Margarita,Occasionally,4,962.0,Yes,"Zomato, Google Search",High Price
359,40,Female,Mumbai,₹60k–80k,"Chinese, Indian",Virgin Mojito,Rum Punch,Occasionally,4,910.0,No,"Zomato, Instagram, Swiggy Ads","Small Portion, Late Delivery"
360,32,Female,Delhi,₹40k–60k,"Continental, Indian, Mexican",Spicy Guava,Gin & Tonic,Frequently,5,1002.0,Yes,"Instagram, Friend Referral, Zomato","High Price, None"
361,45,Male,Bangalore,₹60k–80k,Indian,Fruit Fizz,Gin & Tonic,Occasionally,2,724.0,Yes,"Friend Referral, Google Search, Swiggy Ads",Wrong Order
362,51,Female,Delhi,₹80k+,Indian,Minty Lime,Gin & Tonic,Rarely,3,908.0,Yes,"Google Search, Friend Referral",High Price
363,19,Male,Chennai,₹40k–60k,"Chinese, Mexican, Italian",Minty Lime,Gin & Tonic,Frequently,2,1030.0,No,"Zomato, Swiggy Ads, Google Search",Small Portion
364,49,Other,Mumbai,<₹20k,"Indian, Thai",Virgin Mojito,Whiskey Sour,Occasionally,4,1002.0,Yes,"Friend Referral, Swiggy Ads","Late Delivery, None"
365,40,Other,Bangalore,₹60k–80k,"Indian, Chinese",Virgin Mojito,Whiskey Sour,Occasionally,1,1089.0,No,"Swiggy Ads, Google Search","High Price, Small Portion"
366,39,Female,Mumbai,₹80k+,Indian,Spicy Guava,Rum Punch,Rarely,4,1078.0,Yes,Friend Referral,"Late Delivery, None"
367,42,Male,Bangalore,<₹20k,"Continental, Mexican",Fruit Fizz,Margarita,Rarely,2,919.0,No,"Friend Referral, Google Search, Swiggy Ads","None, Wrong Order"
368,39,Male,Chennai,<₹20k,Indian,Minty Lime,Gin & Tonic,Frequently,4,1024.0,No,Friend Referral,"Small Portion, None"
369,39,Female,Mumbai,<₹20k,"Mexican, Continental",Spicy Guava,Rum Punch,Occasionally,1,840.0,Yes,"Swiggy Ads, Instagram, Friend Referral","Wrong Order, Late Delivery"
370,59,Other,Hyderabad,<₹20k,"Chinese, Indian",Minty Lime,Whiskey Sour,Rarely,5,946.0,Yes,"Friend Referral, Google Search","Late Delivery, Wrong Order"
371,23,Female,Bangalore,₹40k–60k,"Indian, Continental, Italian",Virgin Mojito,Whiskey Sour,Frequently,2,789.0,Yes,Google Search,High Price
372,32,Other,Hyderabad,₹40k–60k,"Italian, Mexican, Chinese",Minty Lime,Margarita,Occasionally,4,1213.0,Yes,Swiggy Ads,Small Portion
373,54,Male,Mumbai,₹40k–60k,"Indian, Italian",Fruit Fizz,Margarita,Occasionally,2,945.0,Yes,"Zomato, Friend Referral",Late Delivery
374,50,Other,Hyderabad,₹80k+,Chinese,Fruit Fizz,Margarita,Frequently,5,1213.0,Yes,"Zomato, Friend Referral",None
375,25,Female,Hyderabad,₹80k+,"Mexican, Indian, Thai",Virgin Mojito,Rum Punch,Frequently,4,1062.0,Yes,"Friend Referral, Zomato, Google Search","Late Delivery, Wrong Order"
376,22,Male,Mumbai,₹80k+,"Mexican, Thai, Continental",Fruit Fizz,Whiskey Sour,Rarely,4,823.0,Yes,Friend Referral,Wrong Order
377,56,Female,Chennai,₹20k–40k,Continental,Fruit Fizz,Whiskey Sour,Occasionally,2,1050.0,Yes,"Swiggy Ads, Google Search","Late Delivery, Wrong Order"
378,21,Female,Hyderabad,₹80k+,"Indian, Italian, Thai",Spicy Guava,Margarita,Occasionally,2,1162.0,Yes,Friend Referral,Small Portion
379,23,Other,Hyderabad,₹40k–60k,Thai,Minty Lime,Gin & Tonic,Occasionally,1,984.0,Yes,"Instagram, Zomato, Friend Referral","Small Portion, None"
380,49,Female,Chennai,₹40k–60k,"Mexican, Continental",Virgin Mojito,Margarita,Frequently,5,1015.0,No,"Instagram, Zomato","Late Delivery, Small Portion"
381,47,Other,Hyderabad,₹20k–40k,"Chinese, Italian, Thai",Virgin Mojito,Rum Punch,Rarely,1,890.0,Yes,"Google Search, Zomato, Swiggy Ads",Late Delivery
382,52,Male,Hyderabad,₹20k–40k,"Thai, Continental, Chinese",Virgin Mojito,Margarita,Occasionally,4,1005.0,No,"Instagram, Google Search",Small Portion
383,57,Other,Hyderabad,₹80k+,"Continental, Italian",Virgin Mojito,Margarita,Frequently,2,1048.0,Yes,"Google Search, Swiggy Ads","Small Portion, Wrong Order"
384,33,Male,Delhi,₹60k–80k,"Chinese, Thai",Virgin Mojito,Rum Punch,Occasionally,4,884.0,Yes,Instagram,None
385,30,Other,Chennai,₹20k–40k,"Italian, Mexican",Fruit Fizz,Margarita,Rarely,4,784.0,Yes,Google Search,Wrong Order
386,59,Female,Hyderabad,<₹20k,"Italian, Chinese",Spicy Guava,Whiskey Sour,Occasionally,3,1258.0,Yes,"Swiggy Ads, Instagram, Google Search","Small Portion, Late Delivery"
387,47,Other,Chennai,₹40k–60k,"Mexican, Thai, Continental",Virgin Mojito,Gin & Tonic,Rarely,3,1121.0,No,"Swiggy Ads, Instagram, Zomato","High Price, Small Portion"
388,36,Other,Bangalore,<₹20k,"Mexican, Indian",Spicy Guava,Margarita,Rarely,4,890.0,Yes,"Swiggy Ads, Zomato","High Price, Wrong Order"
389,34,Male,Bangalore,₹40k–60k,"Italian, Chinese, Continental",Spicy Guava,Rum Punch,Occasionally,2,1044.0,Yes,Instagram,None
390,36,Female,Hyderabad,₹40k–60k,"Continental, Mexican",Fruit Fizz,Gin & Tonic,Occasionally,4,704.0,No,Swiggy Ads,"Wrong Order, Late Delivery"
391,45,Other,Chennai,₹20k–40k,"Thai, Chinese",Virgin Mojito,Rum Punch,Rarely,3,605.0,Yes,"Google Search, Friend Referral, Zomato",Small Portion
392,43,Female,Chennai,₹20k–40k,Italian,Fruit Fizz,Gin & Tonic,Frequently,2,1217.0,No,Instagram,"High Price, Wrong Order"
393,54,Other,Chennai,<₹20k,"Continental, Chinese, Italian",Virgin Mojito,Gin & Tonic,Rarely,4,1046.0,No,"Friend Referral, Zomato",None
394,43,Other,Delhi,₹40k–60k,"Continental, Chinese, Thai",Fruit Fizz,Margarita,Occasionally,5,990.0,Yes,"Instagram, Google Search","Wrong Order, None"
395,40,Female,Bangalore,<₹20k,Continental,Spicy Guava,Whiskey Sour,Occasionally,5,1047.0,Yes,"Zomato, Instagram",Wrong Order
396,26,Other,Chennai,₹60k–80k,"Indian, Mexican",Virgin Mojito,Margarita,Frequently,4,1500.0,Yes,"Google Search, Friend Referral",Wrong Order
397,29,Female,Chennai,<₹20k,Thai,Minty Lime,Rum Punch,Rarely,2,1174.0,Yes,Friend Referral,None
398,18,Other,Delhi,₹80k+,"Indian, Thai, Continental",Spicy Guava,Rum Punch,Rarely,4,791.0,Yes,"Friend Referral, Google Search, Zomato",High Price
399,18,Male,Delhi,<₹20k,"Indian, Italian, Chinese",Minty Lime,Gin & Tonic,Rarely,4,664.0,No,Zomato,High Price
400,51,Female,Chennai,₹80k+,"Chinese, Italian, Mexican",Spicy Guava,Gin & Tonic,Occasionally,3,1211.0,No,"Swiggy Ads, Instagram","Small Portion, High Price"
401,49,Other,Mumbai,₹80k+,Italian,Fruit Fizz,Whiskey Sour,Rarely,5,1171.0,Yes,Zomato,"None, Small Portion"
402,42,Other,Chennai,₹80k+,"Italian, Thai, Mexican",Virgin Mojito,Margarita,Frequently,3,1115.0,Yes,"Google Search, Instagram","Small Portion, Late Delivery"
403,57,Male,Chennai,₹60k–80k,"Continental, Mexican, Chinese",Spicy Guava,Rum Punch,Occasionally,3,837.0,Yes,Swiggy Ads,Late Delivery
404,18,Female,Delhi,<₹20k,"Italian, Mexican, Indian",Fruit Fizz,Gin & Tonic,Occasionally,4,1073.0,Yes,"Friend Referral, Instagram",Small Portion
405,33,Other,Delhi,<₹20k,Continental,Virgin Mojito,Whiskey Sour,Rarely,3,855.0,No,"Instagram, Swiggy Ads","Small Portion, High Price"
406,56,Male,Chennai,₹60k–80k,"Mexican, Chinese, Thai",Virgin Mojito,Rum Punch,Frequently,5,1133.0,Yes,"Friend Referral, Zomato","None, Small Portion"
407,22,Other,Chennai,₹40k–60k,"Indian, Thai, Continental",Spicy Guava,Gin & Tonic,Occasionally,3,1197.0,Yes,"Swiggy Ads, Instagram","Small Portion, High Price"
408,39,Female,Chennai,₹20k–40k,"Chinese, Indian",Virgin Mojito,Rum Punch,Occasionally,5,891.0,Yes,"Swiggy Ads, Zomato, Google Search","None, Small Portion"
409,46,Other,Delhi,<₹20k,"Italian, Chinese, Mexican",Spicy Guava,Whiskey Sour,Rarely,3,1226.0,No,Swiggy Ads,"Late Delivery, Small Portion"
410,20,Other,Chennai,₹20k–40k,"Chinese, Thai",Virgin Mojito,Whiskey Sour,Rarely,5,1023.0,Yes,"Friend Referral, Zomato, Instagram",Small Portion
411,29,Other,Chennai,₹60k–80k,"Indian, Chinese, Continental",Minty Lime,Rum Punch,Frequently,3,1098.0,No,"Google Search, Friend Referral","Small Portion, Late Delivery"
412,43,Other,Hyderabad,₹40k–60k,Indian,Fruit Fizz,Margarita,Rarely,3,738.0,Yes,Swiggy Ads,"High Price, Late Delivery"
413,33,Male,Mumbai,₹40k–60k,"Indian, Chinese",Minty Lime,Rum Punch,Frequently,2,1046.0,No,"Swiggy Ads, Google Search, Friend Referral",Small Portion
414,54,Male,Bangalore,₹40k–60k,Continental,Spicy Guava,Gin & Tonic,Occasionally,5,865.0,Yes,Friend Referral,High Price
415,39,Female,Mumbai,₹60k–80k,Indian,Minty Lime,Margarita,Frequently,5,1095.0,Yes,"Swiggy Ads, Zomato","Wrong Order, Small Portion"
416,46,Male,Hyderabad,₹80k+,"Mexican, Indian",Spicy Guava,Gin & Tonic,Frequently,5,1293.0,No,"Instagram, Google Search",Late Delivery
417,31,Male,Bangalore,₹80k+,"Italian, Mexican",Virgin Mojito,Rum Punch,Frequently,1,1058.0,Yes,"Swiggy Ads, Zomato, Friend Referral","High Price, Small Portion"
418,45,Female,Chennai,₹20k–40k,Continental,Virgin Mojito,Margarita,Occasionally,3,820.0,Yes,"Zomato, Google Search, Friend Referral",Small Portion
419,22,Male,Hyderabad,₹80k+,"Italian, Continental, Mexican",Spicy Guava,Gin & Tonic,Rarely,5,1125.0,Yes,Friend Referral,"Late Delivery, None"
420,47,Male,Chennai,₹80k+,"Chinese, Italian",Minty Lime,Rum Punch,Occasionally,1,1080.0,No,"Google Search, Swiggy Ads","Wrong Order, Small Portion"
421,22,Female,Delhi,₹40k–60k,"Thai, Continental",Virgin Mojito,Rum Punch,Rarely,2,1412.0,No,"Google Search, Swiggy Ads, Zomato",High Price
422,29,Female,Hyderabad,₹40k–60k,"Continental, Thai",Fruit Fizz,Margarita,Frequently,5,1051.0,Yes,"Zomato, Google Search, Friend Referral",Late Delivery
423,33,Female,Delhi,₹20k–40k,"Indian, Mexican, Continental",Virgin Mojito,Rum Punch,Frequently,5,883.0,Yes,"Swiggy Ads, Google Search, Instagram","None, Small Portion"
424,43,Other,Hyderabad,<₹20k,"Italian, Continental",Fruit Fizz,Whiskey Sour,Frequently,1,1154.0,No,"Friend Referral, Google Search, Zomato",Wrong Order
425,43,Other,Hyderabad,₹20k–40k,Italian,Minty Lime,Gin & Tonic,Frequently,3,974.0,Yes,Instagram,"High Price, Late Delivery"
426,38,Female,Delhi,₹20k–40k,"Mexican, Continental, Indian",Fruit Fizz,Gin & Tonic,Frequently,2,1016.0,No,"Zomato, Google Search, Instagram",None
427,56,Female,Bangalore,₹60k–80k,"Continental, Thai",Fruit Fizz,Rum Punch,Rarely,5,814.0,Yes,Instagram,Small Portion
428,53,Female,Mumbai,₹60k–80k,"Italian, Mexican, Indian",Fruit Fizz,Rum Punch,Rarely,3,976.0,No,Instagram,"Wrong Order, Small Portion"
429,50,Other,Chennai,₹20k–40k,"Indian, Mexican",Fruit Fizz,Whiskey Sour,Frequently,2,1006.0,No,Google Search,"Wrong Order, Late Delivery"
430,47,Other,Hyderabad,₹20k–40k,Mexican,Virgin Mojito,Margarita,Occasionally,4,974.0,No,"Friend Referral, Swiggy Ads","None, High Price"
431,54,Male,Chennai,₹20k–40k,"Thai, Indian",Fruit Fizz,Rum Punch,Occasionally,4,882.0,Yes,Friend Referral,"None, Small Portion"
432,40,Male,Delhi,₹80k+,Chinese,Virgin Mojito,Rum Punch,Frequently,2,1058.0,Yes,Instagram,"High Price, Small Portion"
433,27,Female,Chennai,₹60k–80k,"Continental, Indian, Mexican",Fruit Fizz,Rum Punch,Rarely,1,815.0,Yes,"Google Search, Instagram","Wrong Order, High Price"
434,22,Other,Delhi,₹20k–40k,"Continental, Italian",Spicy Guava,Rum Punch,Occasionally,2,768.0,Yes,Instagram,"High Price, None"
435,53,Other,Chennai,₹40k–60k,Thai,Minty Lime,Gin & Tonic,Occasionally,2,1142.0,Yes,"Google Search, Zomato",High Price
436,51,Other,Mumbai,₹40k–60k,"Indian, Italian",Fruit Fizz,Rum Punch,Occasionally,1,1124.0,Yes,Swiggy Ads,"Late Delivery, High Price"
437,48,Female,Mumbai,₹80k+,"Thai, Mexican",Spicy Guava,Gin & Tonic,Frequently,1,738.0,No,Zomato,Small Portion
438,27,Male,Mumbai,₹80k+,Thai,Fruit Fizz,Rum Punch,Occasionally,3,634.0,Yes,"Friend Referral, Instagram, Swiggy Ads",None
439,36,Female,Mumbai,<₹20k,"Indian, Continental",Fruit Fizz,Margarita,Occasionally,3,798.0,Yes,"Google Search, Zomato",High Price
440,49,Male,Mumbai,<₹20k,"Chinese, Thai, Indian",Fruit Fizz,Whiskey Sour,Occasionally,1,974.0,Yes,"Swiggy Ads, Zomato","None, Small Portion"
441,18,Male,Mumbai,<₹20k,"Mexican, Indian, Chinese",Spicy Guava,Margarita,Occasionally,4,1231.0,Yes,Zomato,"Wrong Order, High Price"
442,22,Female,Delhi,₹80k+,"Italian, Thai",Minty Lime,Rum Punch,Rarely,4,969.0,Yes,"Friend Referral, Zomato, Swiggy Ads","High Price, Late Delivery"
443,21,Male,Hyderabad,₹80k+,"Thai, Indian",Spicy Guava,Rum Punch,Frequently,2,846.0,Yes,"Zomato, Google Search, Swiggy Ads",Wrong Order
444,33,Male,Chennai,₹80k+,"Thai, Indian",Minty Lime,Rum Punch,Frequently,5,1030.0,No,"Friend Referral, Instagram",Late Delivery
445,41,Other,Mumbai,₹40k–60k,"Thai, Mexican, Chinese",Fruit Fizz,Margarita,Rarely,2,977.0,Yes,Google Search,"None, Small Portion"
446,33,Male,Delhi,₹80k+,"Italian, Chinese",Virgin Mojito,Rum Punch,Rarely,2,724.0,Yes,"Friend Referral, Google Search, Swiggy Ads",None
447,19,Female,Delhi,₹40k–60k,Italian,Fruit Fizz,Margarita,Frequently,5,725.0,Yes,Instagram,"Wrong Order, High Price"
448,45,Female,Delhi,<₹20k,"Italian, Mexican, Indian",Minty Lime,Gin & Tonic,Occasionally,1,730.0,No,"Friend Referral, Swiggy Ads, Google Search",Wrong Order
449,49,Male,Hyderabad,<₹20k,"Chinese, Indian, Continental",Spicy Guava,Whiskey Sour,Occasionally,4,1496.0,Yes,"Instagram, Friend Referral, Swiggy Ads",Late Delivery
450,44,Other,Chennai,<₹20k,"Mexican, Chinese",Fruit Fizz,Whiskey Sour,Frequently,2,1172.0,No,Friend Referral,None
451,37,Other,Hyderabad,₹20k–40k,Mexican,Spicy Guava,Margarita,Occasionally,5,881.0,Yes,Swiggy Ads,"Wrong Order, Late Delivery"
452,41,Male,Bangalore,₹20k–40k,"Continental, Chinese, Mexican",Spicy Guava,Gin & Tonic,Rarely,3,1222.0,No,Instagram,Late Delivery
453,29,Male,Delhi,₹60k–80k,Italian,Spicy Guava,Margarita,Occasionally,2,886.0,Yes,"Google Search, Instagram, Zomato","Late Delivery, Small Portion"
454,52,Female,Bangalore,₹60k–80k,Chinese,Fruit Fizz,Gin & Tonic,Occasionally,4,1215.0,Yes,"Instagram, Swiggy Ads","High Price, None"
455,50,Male,Mumbai,₹60k–80k,"Continental, Thai",Spicy Guava,Rum Punch,Occasionally,1,1016.0,Yes,"Friend Referral, Zomato, Swiggy Ads",High Price
456,50,Other,Mumbai,₹20k–40k,"Chinese, Mexican",Spicy Guava,Gin & Tonic,Frequently,2,868.0,Yes,"Friend Referral, Swiggy Ads","High Price, None"
457,54,Male,Hyderabad,₹20k–40k,"Indian, Continental, Chinese",Fruit Fizz,Gin & Tonic,Rarely,2,1136.0,Yes,"Swiggy Ads, Zomato, Friend Referral","None, Wrong Order"
458,29,Female,Chennai,₹60k–80k,Chinese,Spicy Guava,Gin & Tonic,Occasionally,5,1028.0,No,Swiggy Ads,Late Delivery
459,20,Female,Bangalore,₹60k–80k,"Thai, Continental, Indian",Fruit Fizz,Whiskey Sour,Frequently,3,1080.0,Yes,Zomato,Late Delivery
460,18,Female,Chennai,₹80k+,"Mexican, Italian",Minty Lime,Gin & Tonic,Occasionally,3,1043.0,No,"Swiggy Ads, Instagram",High Price
461,50,Female,Hyderabad,₹60k–80k,"Mexican, Indian, Italian",Minty Lime,Rum Punch,Rarely,1,1041.0,No,"Zomato, Friend Referral, Instagram","None, Small Portion"
462,57,Female,Mumbai,₹80k+,"Thai, Indian, Mexican",Minty Lime,Rum Punch,Occasionally,4,1160.0,Yes,"Zomato, Swiggy Ads","Small Portion, Late Delivery"
463,27,Male,Chennai,₹40k–60k,"Indian, Italian",Spicy Guava,Rum Punch,Rarely,1,1500.0,No,"Google Search, Swiggy Ads",None
464,46,Male,Chennai,₹20k–40k,"Thai, Mexican",Virgin Mojito,Gin & Tonic,Occasionally,2,1250.0,Yes,"Google Search, Zomato, Instagram",None
465,30,Male,Mumbai,₹60k–80k,Indian,Virgin Mojito,Margarita,Rarely,2,1044.0,Yes,"Friend Referral, Instagram",Late Delivery
466,29,Male,Bangalore,₹20k–40k,Italian,Spicy Guava,Margarita,Occasionally,3,938.0,No,"Friend Referral, Instagram",High Price
467,48,Female,Mumbai,₹20k–40k,"Italian, Mexican, Thai",Virgin Mojito,Rum Punch,Rarely,4,960.0,Yes,"Zomato, Swiggy Ads, Google Search",Wrong Order
468,19,Other,Chennai,₹20k–40k,"Chinese, Continental, Indian",Fruit Fizz,Whiskey Sour,Occasionally,5,749.0,Yes,"Friend Referral, Instagram, Swiggy Ads",Wrong Order
469,52,Male,Bangalore,₹40k–60k,Chinese,Virgin Mojito,Margarita,Occasionally,4,1133.0,Yes,Swiggy Ads,"High Price, Small Portion"
470,40,Other,Bangalore,<₹20k,Thai,Spicy Guava,Gin & Tonic,Frequently,2,797.0,Yes,Zomato,"None, Small Portion"
471,34,Male,Mumbai,₹60k–80k,Continental,Spicy Guava,Margarita,Frequently,5,926.0,No,Zomato,High Price
472,43,Male,Chennai,<₹20k,Mexican,Fruit Fizz,Rum Punch,Rarely,4,1134.0,Yes,Instagram,"Small Portion, Late Delivery"
473,25,Other,Hyderabad,<₹20k,"Thai, Italian, Continental",Minty Lime,Whiskey Sour,Occasionally,4,953.0,Yes,"Friend Referral, Swiggy Ads","Late Delivery, Wrong Order"
474,46,Female,Chennai,<₹20k,"Indian, Chinese",Spicy Guava,Margarita,Rarely,5,902.0,Yes,"Friend Referral, Swiggy Ads",High Price
475,43,Male,Delhi,₹20k–40k,"Mexican, Indian, Thai",Fruit Fizz,Margarita,Frequently,2,761.0,Yes,Google Search,"None, High Price"
476,27,Male,Hyderabad,₹80k+,Chinese,Virgin Mojito,Rum Punch,Rarely,4,1241.0,Yes,Friend Referral,High Price
477,43,Male,Bangalore,₹20k–40k,Italian,Virgin Mojito,Whiskey Sour,Rarely,5,833.0,Yes,Swiggy Ads,"Small Portion, None"
478,51,Other,Hyderabad,₹20k–40k,Continental,Fruit Fizz,Whiskey Sour,Frequently,2,883.0,Yes,"Swiggy Ads, Friend Referral, Google Search",Late Delivery
479,58,Female,Bangalore,<₹20k,"Mexican, Indian, Italian",Fruit Fizz,Rum Punch,Occasionally,5,642.0,Yes,"Friend Referral, Instagram",Wrong Order
480,24,Other,Bangalore,₹20k–40k,Thai,Spicy Guava,Gin & Tonic,Rarely,5,996.0,No,"Zomato, Google Search, Swiggy Ads","Late Delivery, Wrong Order"
481,21,Other,Hyderabad,<₹20k,Indian,Virgin Mojito,Margarita,Frequently,4,933.0,Yes,"Instagram, Google Search, Swiggy Ads","Wrong Order, None"
482,28,Female,Bangalore,₹80k+,"Continental, Italian, Indian",Fruit Fizz,Gin & Tonic,Occasionally,2,1036.0,No,"Swiggy Ads, Friend Referral, Instagram","Wrong Order, None"
483,46,Other,Bangalore,₹60k–80k,"Chinese, Italian",Virgin Mojito,Margarita,Frequently,4,765.0,No,Google Search,Wrong Order
484,53,Female,Delhi,<₹20k,Mexican,Fruit Fizz,Margarita,Rarely,1,1147.0,No,"Google Search, Friend Referral, Swiggy Ads",High Price
485,42,Male,Chennai,₹80k+,Chinese,Virgin Mojito,Gin & Tonic,Occasionally,1,632.0,No,"Friend Referral, Google Search, Zomato","High Price, Wrong Order"
486,38,Female,Chennai,₹60k–80k,"Mexican, Continental, Thai",Minty Lime,Rum Punch,Occasionally,2,982.0,Yes,"Google Search, Zomato","Small Portion, Wrong Order"
487,53,Male,Delhi,₹40k–60k,Indian,Spicy Guava,Rum Punch,Frequently,5,1023.0,Yes,Zomato,Late Delivery
488,27,Other,Hyderabad,<₹20k,Mexican,Virgin Mojito,Margarita,Frequently,4,1012.0,Yes,"Zomato, Swiggy Ads, Instagram","Wrong Order, Small Portion"
489,54,Other,Mumbai,<₹20k,"Continental, Thai, Indian",Minty Lime,Rum Punch,Frequently,4,1032.0,Yes,Zomato,"None, Small Portion"
490,26,Male,Mumbai,₹40k–60k,Continental,Virgin Mojito,Margarita,Occasionally,2,1158.0,No,"Friend Referral, Instagram",Late Delivery
491,41,Other,Mumbai,₹40k–60k,Thai,Virgin Mojito,Rum Punch,Occasionally,2,1265.0,Yes,"Google Search, Swiggy Ads, Friend Referral","Wrong Order, High Price"
492,52,Female,Delhi,<₹20k,Indian,Minty Lime,Margarita,Rarely,1,969.0,No,"Zomato, Instagram, Swiggy Ads","None, Late Delivery"
493,52,Male,Delhi,₹40k–60k,"Thai, Indian",Virgin Mojito,Rum Punch,Occasionally,3,806.0,Yes,"Swiggy Ads, Zomato",Late Delivery
494,53,Other,Bangalore,₹20k–40k,"Chinese, Continental, Mexican",Virgin Mojito,Whiskey Sour,Rarely,2,1112.0,No,Friend Referral,"Small Portion, High Price"
495,35,Male,Mumbai,₹60k–80k,"Italian, Chinese, Continental",Spicy Guava,Gin & Tonic,Frequently,3,944.0,Yes,"Friend Referral, Zomato, Instagram",Small Portion
496,56,Female,Hyderabad,₹60k–80k,"Indian, Mexican",Minty Lime,Whiskey Sour,Frequently,2,1253.0,Yes,Instagram,"Wrong Order, Late Delivery"
497,49,Female,Hyderabad,₹60k–80k,Italian,Minty Lime,Gin & Tonic,Occasionally,5,880.0,Yes,"Friend Referral, Zomato","Wrong Order, High Price"
498,41,Other,Mumbai,₹20k–40k,"Indian, Chinese",Fruit Fizz,Gin & Tonic,Frequently,5,828.0,No,"Zomato, Instagram, Swiggy Ads",Wrong Order
499,40,Female,Mumbai,₹40k–60k,"Continental, Italian, Mexican",Virgin Mojito,Margarita,Frequently,1,1029.0,Yes,"Google Search, Friend Referral",None
500,49,Male,Mumbai,₹80k+,"Thai, Chinese",Spicy Guava,Gin & Tonic,Occasionally,1,652.0,No,"Swiggy Ads, Friend Referral, Instagram","Late Delivery, Wrong Order"
501,54,Female,Delhi,₹40k–60k,"Chinese, Mexican, Thai",Virgin Mojito,Whiskey Sour,Rarely,3,907.0,No,Instagram,None
502,29,Male,Delhi,<₹20k,"Continental, Chinese, Thai",Virgin Mojito,Whiskey Sour,Occasionally,2,934.0,No,"Instagram, Friend Referral, Zomato","Small Portion, None"
503,30,Male,Delhi,₹60k–80k,"Thai, Italian, Mexican",Fruit Fizz,Rum Punch,Rarely,4,1044.0,Yes,"Instagram, Friend Referral","Wrong Order, Small Portion"
504,40,Female,Chennai,₹40k–60k,Mexican,Virgin Mojito,Whiskey Sour,Occasionally,1,801.0,No,Instagram,"Wrong Order, None"
505,42,Other,Hyderabad,₹80k+,"Indian, Mexican, Continental",Spicy Guava,Rum Punch,Occasionally,4,824.0,No,Google Search,Wrong Order
506,52,Female,Hyderabad,<₹20k,"Indian, Chinese, Continental",Spicy Guava,Gin & Tonic,Frequently,4,1231.0,Yes,"Zomato, Swiggy Ads, Google Search",None
507,58,Male,Bangalore,₹20k–40k,"Italian, Mexican",Fruit Fizz,Whiskey Sour,Occasionally,2,997.0,Yes,"Swiggy Ads, Zomato, Friend Referral",Late Delivery
508,47,Male,Delhi,₹20k–40k,"Mexican, Italian",Virgin Mojito,Gin & Tonic,Occasionally,3,1173.0,Yes,"Friend Referral, Google Search, Zomato",Late Delivery
